
ivm1282;Аппроксимация типа Мюнца--Саса в весовых пространствах $L^p$ и нули функций классов Бергмана в полуплоскости;;..517.538.2;;;А. М. Седлецкий, ;;;;2008
ivm1283;Неравенства типа Турана для комплексных полиномов в $L_0$-метрике;;517.5;;;Э. А. Стороженко, ;;;;2008
ivm1284;Необходимые и достаточные условия ;;512.541;;;Е. Н. Курманова, А. М. Себельдин, ;;;;2006
ivm1285;Гамильтоновы системы в вариациях и интегрирование уравнения ;;517.938;;;А. А. Магазев, И. В. Широков, ;;;;2006
ivm1286;Точные аналитические решения задачи о плоских формах ;;539.3:517.958;;;В. Н. Паймушин, ;;;;2006
ivm1287;О касательной сходимости почти всюду операторов с общими ядрами;;517.518;;;Л. В. Смовж, ;;;;2006
ivm1288;SET-1-сводимость на классе вычислимых множеств;;510.57:512.565;;;А. Н. Фролов, ;;;;2006
ivm1289;Пространство $\mathrm{BMO}_\lambda^p(\mathbb D)$, компактные операторы Теплица с $\mathrm{BMO}_\lambda^1(\mathbb D)$ символами на весовых пространствах Бергмана и преобразование Березина;;517.983;;;А. Н. Карапетянц, ;;;;2006
ivm128;Решение задачи Трикоми для уравнения смешанного типа с сингулярным коэффициентом ;;517.95;;;К. Б. Сабитов, Р. Р. Ильясов, ;;;;2004
ivm1290;Задачи Дарбу--Проттера для вырождающихся ;;517.956;;;С. А. Алдашев, ;;;;2006
ivm1291;Об условиях разрешимости системы линейных ;;511.328;;;И. А. Аллаков, ;;;;2006
ivm1292;Равномерные приближения решения сингулярного ;;517.929;;;Л. Э. Валиуллова, А. В. Ожегова, ;;;;2006
ivm1293;Моменты Стилтьеса целых функций класса A;;517;;;Ф. Н. Гарифьянов, ;;;;2006
ivm1294;О слабо импликативно-селекторных множествах;;510.5;;;Д. И. Иванов, ;;;;2006
ivm1295;О нильпотентности и разложении алгебр ассоциативного типа;;512.554;;;Н. А. Корешков, ;;;;2006
ivm1296;Решение задачи Дирихле для уравнения Гельмгольца ;;517.958:537.8;;;Е. К. Липачев, ;;;;2006
ivm1297;Корректность двухслойных многокомпонентных ;;519.62;;;А. Д. Ляшко, Е. М. Федотов, ;;;;2006
ivm1298;О некоторых классах ;;517.98;;;E. A. Турилова, ;;;;2006
ivm1299;Об одном уравнении в частных производных с ;;517.956;;;Е. А. Уткина, ;;;;2006
ivm129;Скорость приближения функций средними Чезаро отрицательного порядка двойных ортогональных рядов;;517.512;;;Л. Г. Коваленко, ;;;;2004
ivm12;Об одном классе одноранговых возмущений;;517.984;;;Г. Г. Исламов, ;;;;2005
ivm1300;О модулях непрерывности неограниченных операторов;;517.51;;;Г. В. Хромова, ;;;;2006
ivm1301;Операторы преобразований и их применение для решения задач ;;.517.44;;;Т. В. Елисеева, ;;;;2006
ivm1302;Трехпараметрические обратные краевые задачи ;;517.544;;;Н. Р. Абубакиров, ;;;;2006
ivm1303;О непрерывности приведенного модуля и трансфинитного диаметра;;517.548;;;В. В. Асеев, О. А. Лазарева, ;;;;2006
ivm1304;О неблуждающем множестве и центре некоторых косых произведений отображений интервала;;517.987;;;Л. С. Ефремова, ;;;;2006
ivm1305;Расширения точечно-инвариантных классов обыкновенных ;;517.911:514.83;;;В. В. Картак, ;;;;2006
ivm1306;Метод штрафа для стыковки сеток в методе конечных элементов;;519.632;;;Л. В. Масловская, О. М. Масловская, ;;;;2006
ivm1307;Движение вязкоупругой среды со свободной границей;;517.958;;;В. П. Орлов, ;;;;2006
ivm1308;Приближенные аналитические решения задачи о плоских формах свободных ;;517.958:539.3;;;В. Н. Паймушин, ;;;;2006
ivm1309;Образующие и определяющие соотношения ;;512.543;;;Ж. С. Сатаров, ;;;;2006
ivm130;Редуцированные многообразия полугрупп;;512.532;;;Л. М. Мартынов, ;;;;2004
ivm1310;Фундаментальные оператор-функции сингулярных дифференциальных ;;517.983.51;;;М. В. Фалалеев, ;;;;2006
ivm1311;Смешанная задача с отходом от характеристики для ;;517.956;;;Н. В. Шустрова, ;;;;2006
ivm1312;О нетеровости многомерных интегральных операторов с однородными ;;517.948;;;О. Г. Авсянкин, ;;;;2006
ivm1313;Методы решения одного класса многомерных сингулярных ;;517.51:517.96:519.64;;;Б. Г. Габдулхаев, Р. К. Губайдуллина, ;;;;2006
ivm131;О пределе симметрической разности интеграла типа Коши;;.517.54;;;А. Ю. Погодина, ;;;;2004
ivm1328;Асимптотически правильные отображения;;517.12.2;;;Н. А. Ерзакова, ;;;;2006
ivm1329;О слабо комбинаторно-селекторных множествах;;510.5;;;Д. И. Иванов, ;;;;2006
ivm132;Слабо регулярные модули;;512.552;;;А. Н. Абызов, ;;;;2004
ivm1330;О соотношении коммутативности в полугруппах инъекций;;512.534:510.227;;;В. А. Колмыков, ;;;;2006
ivm1331;Стабильная конечность групповых колец;;512.552;;;М. Ф. Насрутдинов, ;;;;2006
ivm1332;Образующие и определяющие соотношения ;;512.543;;;Ж. С. Сатаров, ;;;;2006
ivm1333;Пространство конформной связности;;514.764;;;А. В. Столяров, ;;;;2006
ivm1334;Поведение решений однофазной задачи Стефана при больших ;;517.945;;;В. И. Ушаков, А. В. Клочков, ;;;;2006
ivm1335;Задача Каратеодори в классе ${\mathscr S}[a,b]$;;517.547;;;А. Е. Чоке Риверо, ;;;;2006
ivm1336;Левая связность на тензорном расслоении типа $(2,0)$ над группой Ли;;514.75;;;Н. А. Опокина, ;;;;2006
ivm1337;Распараллеливание вычислений при оптимальном управлении ;;.517.977;;;Р. Габасов, Н. М. Дмитрук, Ф. М. Кириллова, ;;;;2006
ivm1338;Теорема отделимости выпуклого многогранника от нуля пространства ;;519.853;;;З. Р. Габидуллина, ;;;;2006
ivm1339;Об устойчивости векторной булевой задачи минимизации ;;519.854;;;Е. Е. Гуревский, В. А. Емеличев, ;;;;2006
ivm133;Приближение функций на сетке;;517.518;;;А. Л. Григорян, ;;;;2004
ivm1340;Фейеровские методы сильной отделимости ;;519.677;;;И. И. Ерёмин, ;;;;2006
ivm1341;О линейной скорости сходимости методов с итеративной ;;519.626;;;А. Я. Золотухин, Р. В. Намм, А. В. Пачина, ;;;;2006
ivm1342;Симметричная двойственность в оптимизации ;;519.863;;;В. И. Зоркальцев, ;;;;2006
ivm1343;Характеризация типов максимально нецелочисленных вершин ;;519.11;;;В. М. Кравцов, ;;;;2006
ivm1344;Метод регуляризации ;;519.853;;;Е. О. Мазуркевич, ;;;;2006
ivm1345;Секвенциальные производные операторов и их приложения ;;571.98;;;С. Я. Серовайский, ;;;;2006
ivm1347;Об обратимых линейных отношениях, порожденных равномерно корректной ;;517.983;;;В. М. Брук, ;;;;2007
ivm1348;Об основных уравнениях почти геодезических ;;517.929;;;Х. Вавржикова, Й. Микеш, О. Покорна, Г. Старко, ;;;;2007
ivm1349;Задача о скачке и ряд Фабера--Шаудера;;517.544;;;Б. А. Кац, А. Ю. Погодина, ;;;;2007
ivm134;Целочисленные базисы классических алгебр Ли;;512.554;;;Ю. Б. Ермолаев, ;;;;2004
ivm1350;Об аппроксимации решений нерегулярных ;;517.988;;;М. Ю. Кокурин, ;;;;2007
ivm1351;Исследование основных краевых задач ;;517.956;;;А. М. Нигмедзянова, ;;;;2007
ivm1352;Непрерывный метод регуляризации первого порядка для ;;517.988;;;И. П. Рязанцева, ;;;;2007
ivm1353;Об игровых задачах для эволюционных уравнений второго порядка;;517.956;;;Н. Ю. Сатимов, М. Тухтасинов, ;;;;2007
ivm1354;Решение краевых задач для одного вырождающегося ;;517.946;;;А. Ш. Хисматуллин, ;;;;2007
ivm1355;О нелокальных теоремах существования решений у ;;517.518;;;В. Ф. Чистяков, Е. В. Чистякова, ;;;;2007
ivm1356;Точные неравенства Джексона--Стечкина и поперечники ;;517.518;;;М. Г. Есмаганбетов, ;;;;2007
ivm1357;Об устойчивости характеристических векторов одного класса линейных ;;517.926;;;А. В. Ласунский, ;;;;2007
ivm1358;Точные показатели суммируемости для функций из классов $A_\infty$;;517.518;;;Е. Ю. Леончик, Н. А. Малаксиано, ;;;;2007
ivm1359;Решение одной обратной краевой задачи ;;517.544:532.5:533.692;;;Р. Ф. Марданов, ;;;;2007
ivm135;$L_p$-оценки векторных полей;;517.983;;;А. В. Калинин, А. А. Калинкина, ;;;;2004
ivm1360;Интерполяционная цепная дробь и две экстремальные ;;517.518;;;Г. С. Рагимханова, А.-Р. К. Рамазанов, ;;;;2007
ivm1361;Периодические решения нелинейного ;;:517.954;;;И. А. Рудаков, ;;;;2007
ivm1362;Об одном обобщении задачи ;;517.955:532.5.0;;;Л. Д. Эскин, ;;;;2007
ivm1363;О сведении обобщенных уравнений С.\,П. Тимошенко ;;517.958;;;В. М. Брук, В. А. Крысько, ;;;;2007
ivm1364;Теорема регулярности убывания в линейно-инвариантных ;;517.546;;;Е. Г. Ганенкова, ;;;;2007
ivm1365;Присоединенный интеграл Римана--Стилтьеса;;517.518517.9;;;В. И. Родионов, ;;;;2007
ivm1366;О сплайн-методе решения ;;519.642;;;Н. С. Габбасов, С. А. Соловьева, ;;;;2007
ivm1367;Об одной системе уравнений с двукратными старшими ;;517.956;;;В. И. Жегалов, Л. Б. Миронова, ;;;;2007
ivm1368;О задаче Шоуолтера--Сидорова;;517.9;;;С. А. Загребина, ;;;;2007
ivm1369;Полурешеточные композиции упорядоченных полугрупп;;517.929;;;Н. Кехайопулу, М. Цингелис, ;;;;2007
ivm136;O нильпотентности энгелевых алгебр лиевского типа;;512.554;;;Н. А. Корешков, ;;;;2004
ivm1370;Об одном классе алгебр ассоциативного типа;;512.554;;;Н. А. Корешков, ;;;;2007
ivm1371;Удлинение и поворот линейного элемента при деформировании среды;;539.3;;;А. П. Локтионов, ;;;;2007
ivm1372;Интерполяционные множества алгебры обобщенных аналитических функций;;517.986;;;А. Р. Миротин, М. А. Романова, ;;;;2007
ivm1373;Существенно нелокальная задача для уравнения смешанного типа ;;517.95;;;О. Г. Сидоренко, ;;;;2007
ivm1374;Об оптимальных по порядку методах приближения ;;517.948;;;В. П. Танана, М. Г. Булатова, ;;;;2007
ivm1375;Модифицированные алгоритмы итеративного агрегирования;;517.988;;;Б. А. Шувар, М. И. Копач, ;;;;2007
ivm1376;Свойства унимодальных функций принадлежности в операциях ;;519.71;;;И. В. Гермашев, В. Е. Дербишер, ;;;;2007
ivm1377;Об одном многомерном слабо сингулярном интегральном уравнении;;517.968:519.642;;;Ю. Р. Агачев, Р. К. Губайдуллина, ;;;;2007
ivm1378;О выпуклости поверхностей, определяемых ;;517.546;;;Л. А. Аксентьев, А. Н. Ахметова, А. В. Хмельницкая, ;;;;2007
ivm1379;Гладкость сумм тригонометрических рядов ;;517.52;;;А. П. Антонов, ;;;;2007
ivm137;Построение старших приближений метода усреднения для параболических начально-краевых задач методом пограничного слоя;;517.43;;;В. Б. Левенштам, ;;;;2004
ivm1380;Аффинные движения одномерных квадратичных ;;514.763:517.93;;;В. А. Игошин, Е. К. Китаева, ;;;;2007
ivm1381;Точная оценка скорости убывания решения параболического уравнения ;;517.946;;;Н. А. Кульсарина, В. Ф. Гилимшина, ;;;;2007
ivm1382;Задача Дирихле для уравнения смешанного типа второго рода ;;517.95;;;К. Б. Сабитов, А. Х. Сулейманова, ;;;;2007
ivm1383;О вещественных размерностях алгебр Ли ;;514.76;;;А. Я. Султанов, ;;;;2007
ivm1384;Обобщенное решение в задачах ;;517.956;;;В. А. Терлецкий, ;;;;2007
ivm1385;Повышение порядка нормальных производных ;;517.956;;;Е. А. Уткина, ;;;;2007
ivm1386;Задача с нелокальным граничным условием для одного класса ;;517.946;;;А. М. Абдрахманов, А. И. Кожанов, ;;;;2007
ivm1387;Вещественные подалгебры малых размерностей матричной алгебры Ли $M(2,\mathbb C)$;;512;;;Ф. А. Белых, А. Ю. Борзаков, А. В. Лобода, ;;;;2007
ivm1388;Задача Римана на трехлистной поверхности, проекции ;;517.544;;;И. А. Бикчантаев, ;;;;2007
ivm1389;Динамические обобщенные функции и проблема умножения;;.517.911;;;В. Я. Дерр, Д. М. Кинзебулатов, ;;;;2007
ivm138;Описание специальных подмоноидов глобального надмоноида свободного моноида;;519.6;;;Б.Ф. Мельников, ;;;;2004
ivm1390;Асимптотика необходимого объема выборки при ;;517.929;;;О. А. Джунгурова, И. Н. Володин, ;;;;2007
ivm1391;О математической модели движения нелинейно-вязкой ;;571.988:532.519;;;М. Ю. Кузьмин, ;;;;2007
ivm1392;Интегральные уравнения задачи сопряжения ;;517.958:535.4;;;И. Н. Плещинский, Н. Б. Плещинский, ;;;;2007
ivm1393;Полулинейные метрические полурешетки на $\mathbb R$-деревьях;;515.124;;;П. Д. Андреев, ;;;;2007
ivm1394;Численные методы решения многоэкстремальных задач, ;;519.852;;;В. П. Булатов, Т. И. Белых, ;;;;2007
ivm1395;Критерий устойчивости разностной схемы для нелокальной ;;519.633;;;А. В. Гулин, Н. И. Ионкин, В. А. Морозова, ;;;;2007
ivm1399;К гипотезе о двух функционалах;;517.546;;;А. Г. Гушкалова, ;;;;2007
ivm139;Смешанная вариационная формулировка задачи о пластине, свободно опертой по криволинейному контуру;;517.940;;;С. П. Павлов, В. А. Крысько, ;;;;2004
ivm13;О методе Римана решения задачи Коши;;517.955;;;А. Н. Миронов, ;;;;2005
ivm1400;Эволюционные уравнения с особенностями ;;517.982;;;В. А. Костин, С. В. Писарева, ;;;;2007
ivm1402;Об условиях понижения порядка линейных уравнений ;;517.956;;;О. А. Кощеева, ;;;;2007
ivm1404;Некоторые признаки устойчивости линейных автономных ;;517.929;;;Т. Л. Сабатулина, В. В. Малыгина, ;;;;2007
ivm1406;О тригонометрических рядах ;;517.518;;;Б. В. Симонов, ;;;;2007
ivm1407;Квадратурные методы решения нелинейного сингулярного ;;517.968:519.642;;;Л. Е. Шувалова, ;;;;2007
ivm140;Уравнения, описывающие динамику неньютоновской жидкости с реологическим законом Рейнера--Ривлина. I. Групповой анализ;;517.958;;;Л. Д. Эскин, ;;;;2004
ivm1413;Полная система глобальных дифференциальных и интегральных ;;512.628:517.9;;;Р. Г. Арипов, Дж. Хаджиев, ;;;;2007
ivm1414;Об экспоненциальной устойчивости линейных ;;517.929;;;А. С. Баландин, В. В. Малыгина, ;;;;2007
ivm1415;Квадратурные формулы наивысшей ;;517.968:519.6;;;Б. Г. Габдулхаев, ;;;;2007
ivm1416;О некоторых константах в абсолютно сходящихся рядах Фурье функций из $H^\omega$;;517.52;;;Д. М. Дьяченко, ;;;;2007
ivm1418;О значениях некоторых гипергеометрических функций с ;;511.361;;;П. Л. Иванков, ;;;;2007
ivm1419;Вполне разложимые абелевы End-группы без кручения;;512.541;;;Е. М. Коленова, ;;;;2007
ivm141;О логарифмических оценках скорости сходимости методов решения обратной задачи Коши в банаховом пространстве;;517.983;;;М. Ю. Кокурин, В. В. Ключев, ;;;;2004
ivm1420;Тождества кривизны для почти контактных метрических многообразий;;514.76;;;Е. А. Полькина, ;;;;2007
ivm1421;Образующие и соотношения обобщенной ;;512.543;;;Ж. С. Сатаров, ;;;;2007
ivm1422;О ретрактах и ретракциях свободных модулей ;;512.57;;;С. Н. Тронин, ;;;;2007
ivm1423;Уравнение соболевского типа ;;517.9;;;В. И. Ушаков, ;;;;2007
ivm1424;Применение вейвлет-преобразования при численном ;;519.632.4;;;С. П. Копысов, Ю. А. Сагдеева, ;;;;2007
ivm1426;Сходимость полиномиального ;;517.96:519.6;;;Ю. Р. Агачев, ;;;;2007
ivm1427;Применение смешанных схем МКЭ для решения задач нелинейной ;;519.68;;;О. А. Задворнов, М. М. Карчевский, А. Е. Федотов, ;;;;2007
ivm1428;Эквиаффинные отображения;;514.764.35;;;Т. В. Зудина, С. Е. Степанов, И. Г. Шандра, ;;;;2007
ivm1429;Интегральные уравнения в задаче рассеяния волн на неровной ;;517.958:537.8;;;Е. К. Липачев, ;;;;2007
ivm142;О наилучшей оценке погрешности метода усредняющих ядер в задаче дифференцирования зашумленной функции;;517.983;;;Г. Г. Скорик, ;;;;2004
ivm1430;Главные расслоения, допускающие почти инвариантные структуры;;515.16;;;А. В. Рыжкова, Е. И. Яковлев, ;;;;2007
ivm1431;Об одном обобщении сингулярного уравнения сверток;;517.982;;;Л. Г. Салехов, ;;;;2007
ivm1432;Многомерные интегральные операторы с ядрами, имеющими смешанный ;;517.9;;;О. Г. Авсянкин, ;;;;2007
ivm1433;Критерии неотрицательности многочленов четвертой степени на оси;;517.518;;;В. Э. Гейт, Н. Ж. Гейт, ;;;;2007
ivm1434;Операторы дискретной свертки с разрывными символами;;517.983;;;В. М. Деундяк, Г. Г. Смолкин, ;;;;2007
ivm1435;Аналог уравнения Левнера для отображений полос;;517.546;;;Д. А. Дубовиков, ;;;;2007
ivm1437;Гипотеза Пуанкаре и связанные с ней утверждения;;514.764.2;;;В. Н. Берестовский, ;;;;2007
ivm1438;Геодезическая жесткость некоторых ;;514.764;;;В. Ф. Кириченко, Е. А. Полькина, ;;;;2007
ivm1439;Теория связностей, преобразования Коула--Хопфа и потенциалы ;;514.764:517.925;;;А. К. Рыбников, ;;;;2007
ivm143;О булевых базисах второго яруса;;519.71;;;И. К. Шаранхаев, ;;;;2004
ivm1440;Пространство аффинно-метрической связности;;514.764;;;А. В. Столяров, ;;;;2007
ivm1441;Дифференциальная геометрия тканей типа Веронезе;;514.762;;;М. А. Акивис, В. В. Гольдберг, ;;;;2007
ivm1444;Вступительная статья;; ;;;Б. И. Голубов, Б. С. Кашин, ;;;;2008
ivm1445;Математическое моделирование фильтрационных течений в прибрежных напорных водоносных пластах;;532.546;;;Э. Н. Береславский, ;;;;2008
ivm1446;Вычисление собственных чисел дискретного самосопряженного оператора, возмущенного ограниченным оператором;;517.984.4;;;И. И. Кинзина, ;;;;2008
ivm1447;Инфинитезимальные потоки Риччи минимальных ;;517.929;;;Х. Р. Артеага Б., М. А. Малахальцев, ;;;;2007
ivm1448;Абелевы уравнения и проблемы ранга для плоских тканей;;514.762;;;В. В. Гольдберг, В. В. Лычагин, ;;;;2007
ivm1449;Лифты геометрических объектов ;;517.929;;;Л. Б. Смолякова, В. В. Шурыгин, ;;;;2007
ivm144;Задача Трикоми в классе функций, неограниченных на характеристике;;517.958;;;Г. Н. Аглямзянова, Р. С. Хайруллин, ;;;;2004
ivm1450;Сопряженные связности на статистических многообразиях;;514.764;;;С. Е. Степанов, Е. С. Степанова, И. Г. Шандра, ;;;;2007
ivm1451;О задаче разделения особенностей;;517.988;;;А. Л. Агеев, Т. В. Антонова, ;;;;2007
ivm1452;Несимметричная задача теории упругости для шара;;539.3;;;Н. Г. Гурьянов, О. Н. Тюленева, ;;;;2007
ivm1453;О вполне неопределенности задачи ;;517.5;;;Ю. М. Дюкарев, И. Ю. Серикова, ;;;;2007
ivm1454;Об обобщенных римановых пространствах, содержащих римановы ;;514.764;;;С. М. Минчич, Л. С. Велимирович, ;;;;2007
ivm1455;Решение нелокальной задачи спектральным методом для ;;517.956;;;Л. Х. Рахманова, ;;;;2007
ivm1456;Сингулярно возмущенная краевая задача дирихле для стационарной системы линейной теории упругости;;517.956;;;Д. Б. Давлетов, ;;;;2008
ivm1457;О единственности положительного радиально-симметричного решения в шаре задачи Дирихле для одного нелинейного дифференциального уравнения второго порядка;;517.956;;;Э. И. Абдурагимов, ;;;;2008
ivm145;Выпуклость поверхности конформного радиуса и оценки коэффициентов отображающей функции;;517.546;;;Л. А. Аксентьев, ;;;;2004
ivm1463;Описание конечных нильпотентных групп ступени 2 простого нечетного периода;;.512.544;;;А. И. Долгарев, ;;;;2008
ivm1465;Упорядоченные полугруппы, обладающие $P$-свойством;;512.536;;;Н. Кехайопулу, М. Цингелис, ;;;;2008
ivm1468;$n$-кратные алгебры ассоциативного типа;;512.554;;;Н. А. Корешков, ;;;;2008
ivm1469;Свидетели простоты в алгоритме Шора и в алгоритме Миллера--Рабина;;511.216:519.714;;;Э. Ю. Лернер, ;;;;2008
ivm146;Оптимальные квадратурные и кубатурные формулы для сингулярных ;;517.519;;;Л. А. Апайчева, ;;;;2004
ivm1470;Предельные теоремы для случайных процессов со случайной заменой времени;;519.21;;;Е. Е. Пермякова, ;;;;2008
ivm1471;Уравнение Фаддеева и местоположение существенного спектра модельного оператора нескольких частиц;;517.984;;;Т. Х. Расулов, ;;;;2008
ivm1472;О проблеме классификации сверхрадикальных формаций;;512.542;;;В. Н. Семенчук, О. А. Мокеева, ;;;;2008
ivm1473;О полукольцевых объединениях кольца и полутела;;512.556;;;М. А. Лукин, ;;;;2008
ivm1479;Метод неявной функции в решении ;;519.614;;;П. А. Савенко, Л. П. Процах, ;;;;2007
ivm147;Об одной форме прямого вариационного метода для однолистных функций;;517.546;;;В. В. Кожевников, ;;;;2004
ivm1480;Уравнение Вольтерра с особенностью ;;517.968;;;И. В. Сапронов, ;;;;2007
ivm1481;Обобщенные элементы в задаче ;;517.972;;;А. Г. Ченцов, ;;;;2007
ivm1482;Асимптотика спектра гармонического ;;517.984;;;Э. Ф. Ахмерова, ;;;;2007
ivm1483;Почти эрмитовы структуры на ;;514.76;;;В. И. Паньженский, О. В. Сухова, ;;;;2007
ivm1484;Об устойчивости и неустойчивости квазилинейных систем ;;517.88.7;;;О. Ю. Хворост, З. Б. Цалюк, ;;;;2007
ivm1485;Лепажевы формы, замкнутые 2-формы ;;514.762;;;О. Крупкова, Г. Е. Принц, ;;;;2007
ivm1486;Дифференциальная геометрия тканей типа Лагранжа;;517.929;;;М. А. Акивис, В. В. Гольдберг, ;;;;2007
ivm1487;Поток Риччи на двумерном диске с метрикой вращения;;515.124;;;Ж. К. Кортиссоз, ;;;;2007
ivm1488;Структура отображения Эйлера--Лагранжа;;517.929;;;Д. Крупка, ;;;;2007
ivm1489;К проблеме классификации регулярных 4-тканей, образованных пучками ;;517.929;;;Б. В. Лазарева, А. М. Шелехов, ;;;;2007
ivm148;О стационарных точках конформного радиуса спиралеобразных областей;;517.546;;;В. П. Микка, ;;;;2004
ivm1490;Движения в пространствах Кавагучи со специальной метрикой;;514.76;;;В. И. Паньженский, ;;;;2007
ivm1491;О свойствах голоморфно 2-геодезических преобразований первого линейного типа почти эрмитовых структур;; ;;;Э. А. Сулейманова, ;;;;2007
ivm149;Операды конечных помеченных графов;;519.175:512.565;;;С. Н. Тронин, А. В. Семенова, ;;;;2004
ivm14;О восстановлении коэффициентов двумерных рядов Хаара;;517.518;;;М. Г. Плотников, ;;;;2005
ivm1506;О допустимых значениях одного параметра для максимальных шпернеровых семейств подмножеств типа $(k,k+1)$;;519.113;;;Б. С. Кочкарев, ;;;;2008
ivm1507;Классификация четырехмерных транзитивных локальных групп Ли преобразований пространства $R^4$ и их двухточечных инвариантов;;512.816;;;В. А. Кыров, ;;;;2008
ivm1509;Существование и базисность собственных и присоединенных элементов линейных операторов;; ;;;В. С. Мокейчев, ;;;;2008
ivm150;О задачах Гурса с дополнительными нормальными производными в краевых условиях;;517.956;;;Е. А. Уткина, ;;;;2004
ivm1512;Малые периодические решения нелинейных систем дифференциальных уравнений с постоянным отклонением;;517.925;;;М. Т. Терехин, ;;;;2008
ivm1514;Критерий равномерной сходимости sinc-приближений на отрезке;;517.518;;;А. Ю. Трынин, ;;;;2008
ivm151;К теореме Валирона о соотношениях между максимумом модуля и максимальным членом целого ряда Дирихле;;517.537;;;П. В. Филевич, ;;;;2004
ivm152;Уравнения, описывающие динамику неньютоновской жидкости с реологическим законом Рейнера--Ривлина. II. Инвариантные решения;;517.958;;;Л. Д. Эскин, ;;;;2004
ivm153;Полярные гиперповерхности проективно-метрического пространства;;514.756;;;Д. А. Абруков, ;;;;2004
ivm154;Оценки норм собственных функций задачи Штурма--Лиувилля в различных пространствах;;517.43;;;Я. Г. Бучаев, ;;;;2004
ivm155;Вейлево-геодезическое поле конусов в трехмерном римановом пространстве;;514.764;;;О. С. Германов, ;;;;2004
ivm156;Решение дискретной минимаксной задачи размещения на сети;;519.854;;;Г. Г. Забудский, Д. В. Филимонов, ;;;;2004
ivm157;Структура алгебры ограниченных бесконечно дифференцируемых функций с компактным носителем на группоиде многообразия со слоением, порожденным действием коммутативной группы;;512.7;;;П. Н. Иваньшин, ;;;;2004
ivm158;Об одном классе треугольных кососимметричных схем решения нестационарного уравнения конвекции-диффузии;;519.6;;;Л. А. Крукиер, Т. Н. Субботина, ;;;;2004
ivm159;Многомерные поверхности с плоской нормальной связностью с постоянной кривизной грассманова образа;;514.752;;;В. Т. Лисица, ;;;;2004
ivm15;Пространственные задачи для одного класса пластин, аналогичные основным задачам теории упругости;;539.3:517.958;;;Е. А. Широкова, ;;;;2005
ivm1608;Нормальные связности, индуцируемые оснащенной гиперповерхностью конформного пространства;;514.756;;;Т. Н. Глухова, ;;;;2008
ivm160;Связности Бэклунда и отображения Бэклунда, соответствующие эволюционным уравнениям второго порядка;;514.76:501;;;А. К. Рыбников, К. В. Семенов, ;;;;2004
ivm161;Инфинитезимальные гармонические преобразования;;514.76;;;М. В. Смольникова, С. Е. Степанов, И. Г. Шандра, ;;;;2004
ivm1622;Матричные уравнения Бернулли. II;;517.9;;;В. П. Деревенский, ;;;;2008
ivm1629;Пространства $L^p(AP)$ ($1\le p\le\infty$) и их сопряженные;;517.982;;;А. Л. Кузьмина, ;;;;2008
ivm162;Строение полных радиантных многообразий, моделируемых модулями над алгебрами Вейля;;514.76;;;Л. Б. Смолякова, ;;;;2004
ivm1634;О точных границах области устойчивости линейных дифференциальных уравнений с распределенным запаздыванием;;517.929;;;В. В. Малыгина, ;;;;2008
ivm1637;К задаче об устойчивости функционально-дифференциальных уравнений с бесконечным запаздыванием;;517.929;;;С. В. Павликов, ;;;;2008
ivm163;Об аналогах слабой сходимости в специальном метрическом ;;515.124;;;Е. Н. Сосов, ;;;;2004
ivm1650;Многообразие невырожденных аффинорных полей;;515.164:514.763;;;Е. М. Романова, ;;;;2008
ivm1651;Секвенциальное дифференцирование и его приложения в задачах оптимального управления;;571.98;;;С. Я. Серовайский, ;;;;2008
ivm1654;Численный эксперимент в исследовании полиномиальных квазирешений линейных дифференциально-разностных уравнений;;517.929;;;В. Б. Черепенников, П. Г. Ермолаева, ;;;;2008
ivm165;О существовании положительного решения краевой задачи для одного нелинейного функционально-дифференциального уравнения второго порядка;;517.927;;;Г. Э. Абдурагимов, ;;;;2004
ivm1660;Двойственная геометрия распределения Картана;;514.756;;;Н. А. Кузьмина, ;;;;2008
ivm1663;Линейные связности на оснащенном распределении гиперплоскостных элементов в конформном пространстве;;514.756;;;А. М. Матвеева, ;;;;2008
ivm166;Блочные алгебро-дифференциальные системы и их индексы;;517.925;;;Ю. Е. Бояринцев, И. В. Орлова, ;;;;2004
ivm1675;Эквивалентность $K$-функционалов и модулей гладкости, построенных по обобщенным сдвигам Данкля;;517.518;;;С. С. Платонов, Е. С. Белкина, ;;;;2008
ivm1676;Об ограниченных решениях разностных включений;;517.925;;;М. С. Бичегкуев, ;;;;2008
ivm1677;Модули и идеалы алгебр ассоциативного типа;;512.554;;;Н. А. Корешков, ;;;;2008
ivm1678;Проекционные методы решения одного класса сингулярных интегродифференциальных уравнений;;517.968:519.642;;;М. Ю. Першагин, ;;;;2008
ivm1679;Интегрируемость канонических аффинорных структур однородных периодических $\Phi$-пространств;;.514.765;;;Ю. Д. Чурбанов, ;;;;2008
ivm167;О разрешимости двухточечной краевой задачи для линейного сингулярного функционально-дифференциального уравнения;;517.929;;;Е. И. Бравый, ;;;;2004
ivm1680;Об одном автомодельном решении уравнения фильтрации газа в сферически симметричной пористой среде;;532.5.011;;;Л. Д. Эскин, ;;;;2008
ivm1681;Задача с нормальными производными в граничных ;;517.956;;;В. И. Жегалов, ;;;;2008
ivm1682;Знакоопределенность решений и устойчивость линейных дифференциальных уравнений с переменным распределенным запаздыванием;;517.929;;;В. В. Малыгина, Т. Л. Сабатулина, ;;;;2008
